Seq#	Kingdom	Phylum	Class	Order	Family	Genus	Species	V8	V9	V10	V11	V12	V13
Seq_9234	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillales_Incertae_Sedis	Stella	humosa	100	100	100	100	100	100
Seq_9235	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_9236	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	100
Seq_9237	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA	100	100	90	90	90	90
Seq_9238	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	100
Seq_9239	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	100	98	96	94	89	89
Seq_9240	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA	85	76	76	75	75	75
Seq_9241	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA	100	100	100	100	100	100
Seq_9242	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	100	98	83	23	23	23
Seq_9243	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA	100	99	99	95	95	95
Seq_9244	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA	100	100	100	100	100	47
Seq_9245	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA	100	99	99	99	95	95
Seq_9246	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA	100	100	100	100	100	100
Seq_9247	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	NA	100	100	100	100	100	100
Seq_9248	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	boryungensis	100	100	100	100	100	93
Seq_9249	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	100	100	98	65	17	17
Seq_9250	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Panacagrimonas	NA	100	100	100	100	100	67
Seq_9251	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	100	100	100	100	100
Seq_9252	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	NA	100	100	100	100	100	70
Seq_9253	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	100
Seq_9254	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA	NA	100	100	100	98	38	38
Seq_9255	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	95	95
Seq_9256	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA	NA	100	100	100	100	100	100
Seq_9257	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	100	100	100	100	100	99
Seq_9258	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter	NA	100	100	100	100	100	100
Seq_9259	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	99
Seq_9260	Bacteria	NA	NA	NA	NA	NA	NA	92	22	22	20	20	20
Seq_9261	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	100	100	100	99	99	99
Seq_9262	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	100	100	100	100	100	100
Seq_9263	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	100	100	100	100	99
Seq_9264	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter	NA	100	100	100	73	73	73
Seq_9265	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_9266	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	93	65	65
Seq_9267	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	93	65	60	46	46	38
Seq_9268	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	99
Seq_9269	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	100	100	43	43	43
Seq_9270	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA	NA	100	100	100	95	95	95
Seq_9271	Archaea	Euryarchaeota	Thermoplasmata	NA	NA	NA	NA	98	93	86	39	39	39
Seq_9272	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	11-24	NA	NA	NA	100	100	100	100	100	100
Seq_9273	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	73	73	41
Seq_9274	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9275	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	100
Seq_9276	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	NA	100	100	100	99	77	77
Seq_9277	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	lanuginosus	100	100	100	100	100	99
Seq_9278	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA	100	100	100	100	100	68
Seq_9279	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	100	100	100	100	100	100
Seq_9280	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_9281	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA	100	100	100	99	83	72
Seq_9282	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA	NA	100	100	100	100	97	97
Seq_9283	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	NA	NA	100	100	100	100	100	100
Seq_9284	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	100	100	100	100	100	100
Seq_9285	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	100	99	99	99	98
Seq_9286	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	96
Seq_9287	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	100	100	100	100	100	93
Seq_9288	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	56
Seq_9289	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	100
Seq_9290	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	100	100	100	100	100
Seq_9291	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	90	79	78	61
Seq_9292	Bacteria	Acidobacteria	Holophagae	Subgroup_7	NA	NA	NA	100	100	100	100	100	100
Seq_9293	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100
Seq_9294	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA	100	100	100	100	100	100
Seq_9295	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA	NA	100	99	98	85	84	84
Seq_9296	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA	100	100	100	100	95	81
Seq_9297	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	100	100	100	100	100	100
Seq_9298	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	100	100	100	100	99	99
Seq_9299	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	100	100	100
Seq_9300	Bacteria	NA	NA	NA	NA	NA	NA	80	7	7	2	2	2
Seq_9301	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	84
Seq_9302	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA	100	100	100	100	100	100
Seq_9303	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	100	100	100	100	100	75
Seq_9304	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	100
Seq_9305	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA	100	100	100	98	98	98
Seq_9306	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA	100	100	100	98	75	15
Seq_9307	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA	100	100	100	100	100	100
Seq_9308	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA	100	100	100	100	100	100
Seq_9309	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	99	96	96
Seq_9310	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	100	100	100	100	100	100
Seq_9311	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA	NA	100	100	100	100	100	100
Seq_9312	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	98	88
Seq_9313	Bacteria	Elusimicrobia	Lineage_IIa	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9314	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	100	100	100	100
Seq_9315	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	11-24	NA	NA	NA	100	100	100	100	100	100
Seq_9316	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	100	100	100	100	100	100
Seq_9317	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	NA	100	100	100	99	99	99
Seq_9318	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	NA	100	100	100	100	100	100
Seq_9319	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA	100	100	100	100	100	100
Seq_9320	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	100	100	100	100	100	100
Seq_9321	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	99
Seq_9322	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	NA	100	100	100	100	100	100
Seq_9323	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	86	60	43	5	3	0
Seq_9324	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA	100	100	100	100	100	100
Seq_9325	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	100
Seq_9326	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	99	96	50	50	12
Seq_9327	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	100	100	100	100	100
Seq_9328	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA	100	100	100	100	100	100
Seq_9329	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA	100	100	100	88	88	88
Seq_9330	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	100	100	100
Seq_9331	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	100	96
Seq_9332	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	95	78
Seq_9333	Bacteria	Acidobacteria	Subgroup_5	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9334	Bacteria	Verrucomicrobia	Verrucomicrobiae	UA11	NA	NA	NA	100	100	100	75	75	75
Seq_9335	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	NA	100	100	100	100	100	89
Seq_9336	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	NA	100	100	100	99	95	95
Seq_9337	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	100	100	100	100	100	78
Seq_9338	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	100	100	100	100	100	100
Seq_9339	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	100	100	100	100	100	97
Seq_9340	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	NA	NA	100	100	100	100	86	58
Seq_9341	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	NA	NA	100	100	100	100	100	69
Seq_9342	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	98	98	60
Seq_9343	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	100	100	100	100	94	48
Seq_9344	Eukaryota	NA	NA	NA	NA	NA	NA	77	17	10	8	8	8
Seq_9345	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA	NA	100	100	100	100	100	100
Seq_9346	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA	100	100	100	100	73	73
Seq_9347	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA	NA	100	98	98	98	98	98
Seq_9348	Bacteria	Actinobacteria	Actinobacteria	PeM15	NA	NA	NA	100	100	100	87	87	87
Seq_9349	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	73	67	67	67	67
Seq_9350	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	100	100	100	100	72
Seq_9351	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	NA	NA	100	100	100	100	53	36
Seq_9352	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA	NA	99	98	94	94	94	94
Seq_9353	NA	NA	NA	NA	NA	NA	NA	45	16	15	10	10	10
Seq_9354	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	96	96	89
Seq_9355	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA	100	100	100	100	100	100
Seq_9356	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	NA	100	100	100	100	100	94
Seq_9357	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	97	73	69	14	14	12
Seq_9358	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	99	99	99
Seq_9359	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9360	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA	NA	100	100	100	100	100	100
Seq_9361	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	NA	NA	100	100	100	100	86	45
Seq_9362	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	72
Seq_9363	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	100	100	100	100	100	99
Seq_9364	Bacteria	NA	NA	NA	NA	NA	NA	81	7	7	3	3	3
Seq_9365	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc_PCC-7524	NA	100	100	100	100	100	86
Seq_9366	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA	100	100	100	100	100	100
Seq_9367	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	NA	NA	NA	100	100	100	100	100	100
Seq_9368	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA	NA	100	100	100	82	76	76
Seq_9369	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	99	99	99
Seq_9370	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9371	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	100	100	100	100
Seq_9372	Bacteria	Rokubacteria	NC10	Rokubacteriales	NA	NA	NA	100	100	100	100	100	100
Seq_9373	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Scytonema_UTEX_2349	NA	100	100	100	100	100	96
Seq_9374	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	100	100
Seq_9375	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	albiaxialis	100	100	100	100	100	80
Seq_9376	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	A21b	NA	NA	100	100	100	100	97	97
Seq_9377	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA	100	99	99	96	82	80
Seq_9378	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc_PCC-73102	NA	100	100	100	100	100	92
Seq_9379	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	100	100	100	100	100	100
Seq_9380	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA	100	100	100	100	100	97
Seq_9381	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	100
Seq_9382	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	100	100	100	100	100	97
Seq_9383	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Hydrocarboniphaga	NA	100	100	100	100	100	100
Seq_9384	Bacteria	Latescibacteria	NA	NA	NA	NA	NA	100	99	99	99	99	99
Seq_9385	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	NA	NA	100	97	97	71	68	31
Seq_9386	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	100
Seq_9387	Bacteria	Bacteroidetes	Ignavibacteria	SJA-28	NA	NA	NA	100	100	100	100	100	100
Seq_9388	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	100	100	100	100	100	100
Seq_9389	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_9390	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	100	100	100	100	100	100
Seq_9391	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	100	100	100	100	100	99
Seq_9392	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	100	100	100	100	100	94
Seq_9393	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	100	100	100	100	100	100
Seq_9394	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	100	100	100	100	100	100
Seq_9395	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	100
Seq_9396	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	NA	NA	100	100	100	98	98	98
Seq_9397	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	NA	100	100	100	100	97	96
Seq_9398	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	100	100	100	96	96	94
Seq_9399	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA	100	100	100	100	100	99
Seq_9400	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	NA	100	100	100	100	100	100
Seq_9401	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	99	99	99	99	99
Seq_9402	Bacteria	NA	NA	NA	NA	NA	NA	55	14	14	7	7	7
Seq_9403	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	88
Seq_9404	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella	NA	100	100	100	100	100	100
Seq_9405	Bacteria	Acidobacteria	Subgroup_17	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9406	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA	NA	99	92	92	92	88	71
Seq_9407	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA	100	100	100	84	84	84
Seq_9408	Bacteria	Planctomycetes	Phycisphaerae	NA	NA	NA	NA	100	89	82	46	41	35
Seq_9409	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	38
Seq_9410	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	100
Seq_9411	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA	100	100	100	100	100	100
Seq_9412	Bacteria	Acidobacteria	Holophagae	Subgroup_7	NA	NA	NA	100	97	88	88	88	88
Seq_9413	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA	NA	100	100	100	100	100	100
Seq_9414	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae	Demequina	NA	100	100	100	100	80	57
Seq_9415	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA	100	100	100	100	100	62
Seq_9416	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	82	72	72
Seq_9417	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	100	100	100	100	100	100
Seq_9418	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9419	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9420	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	99	94	94
Seq_9421	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA	NA	100	99	98	98	95	89
Seq_9422	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	NA	100	100	100	100	100	96
Seq_9423	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	NA	100	100	100	100	100	100
Seq_9424	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	NA	100	100	100	100	100	57
Seq_9425	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	100	100	32	32	30
Seq_9426	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	99	99	99	99	99
Seq_9427	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	98
Seq_9428	Bacteria	NA	NA	NA	NA	NA	NA	95	33	28	7	7	7
Seq_9429	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	NA	100	100	100	100	100	66
Seq_9430	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	NA	NA	100	100	100	100	100	100
Seq_9431	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	100	100	100	99	99	99
Seq_9432	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA	100	100	100	100	100	100
Seq_9433	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA	100	100	100	100	100	100
Seq_9434	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9435	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	99
Seq_9436	Bacteria	NA	NA	NA	NA	NA	NA	96	42	26	26	26	26
Seq_9437	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	NA	100	100	100	100	100	100
Seq_9438	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	100	100	100	98	98	59
Seq_9439	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	NA	100	100	100	100	100	100
Seq_9440	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	90	86	86	86	86
Seq_9441	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9442	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	92	62
